Potential_Customer,Cust_Last_Purchase,Pur_3_years,Pur_5_years,Pur_3_years_Indirect,Pur_5_years_Indirect,Pur_latest,Pur_3_years_Avg,Pur_5_years_Avg,Pur_3_years_Avg_Indirect,InAct_Last,InAct_First,Ad_Res_5_Year,Ad_Res_Ind_1_Year,Ad_Res_Ind_3_Year,Ad_Res_Ind_5_Year,Status_Cust,Status_Latest_Ad,Age,Gender,Cust_Prop,Cust_Ann_Income,Ad_Res_Avg
1,20.0,1,1,1,1,20.0,20.0,20.0,20.0,18,18,11,4,6,5,F,0,59.018761061946904,F,U,41608.89441680486,11.667
1,12.0,3,14,1,8,5.0,9.33,6.93,8.0,17,126,66,6,15,30,A,1,67.0,F,H,63523.0,36.667
1,20.0,1,8,1,7,20.0,20.0,17.5,20.0,18,112,65,6,15,27,A,1,59.018761061946904,F,U,41608.89441680486,36.667
1,10.0,7,10,4,6,12.0,10.14,8.8,9.75,17,67,49,6,16,20,A,1,59.018761061946904,F,H,70265.0,31.667
0,0.0,5,13,3,7,10.0,12.6,9.77,12.33,8,53,54,7,18,20,S,1,63.0,M,U,41608.89441680486,38.667
1,10.0,3,4,1,1,20.0,23.33,22.5,25.0,16,28,27,6,14,12,A,0,33.0,M,H,60963.0,22.667
0,0.0,0,25,0,8,2.0,0.0,4.56,11.67,5,68,77,4,4,21,A,1,59.0,F,H,60963.0,45.667
1,25.0,1,1,1,1,15.0,15.0,15.0,15.0,17,17,13,4,6,5,F,0,53.0,F,H,66509.0,12.667
0,0.0,4,13,2,10,12.0,11.0,8.0,11.0,20,130,71,6,16,30,A,1,83.0,F,U,41608.89441680486,39.333
1,15.0,2,10,2,10,15.0,15.0,9.7,15.0,21,105,65,5,14,25,A,1,51.0,M,H,70000.0,35.333
0,0.0,7,17,6,11,12.0,10.0,7.35,10.0,22,123,62,6,17,27,S,1,35.0,F,H,54270.0,35.667
0,0.0,0,3,0,1,15.0,0.0,12.33,11.67,26,41,32,4,4,12,A,0,59.0,M,H,54270.0,16.667
1,11.0,3,13,2,7,10.0,14.33,10.08,15.0,17,113,70,6,16,29,S,1,65.0,F,H,26291.0,38.0
0,0.0,2,4,1,2,20.0,17.5,13.75,15.0,15,79,38,5,13,15,L,0,70.0,F,U,21867.0,26.333
1,15.0,2,2,2,2,15.0,10.0,10.0,10.0,15,29,19,2,6,6,E,0,63.0,M,H,21867.0,15.0
1,20.0,5,16,4,8,10.0,12.4,9.69,13.0,4,91,79,7,18,27,S,1,59.018761061946904,F,U,21867.0,53.0
1,15.0,1,9,0,6,20.0,20.0,10.56,11.67,26,99,63,5,5,25,A,1,64.0,M,H,48327.0,34.333
1,21.0,4,6,2,3,15.0,15.75,13.17,17.5,18,53,44,6,16,18,A,1,70.0,M,U,41608.89441680486,30.333
0,0.0,3,10,1,6,20.0,13.33,9.0,10.0,17,111,58,6,16,25,A,1,42.0,F,H,48327.0,35.0
0,0.0,4,16,4,11,20.0,20.0,15.75,20.0,21,100,71,6,17,28,S,1,57.0,F,H,38297.0,39.333
1,6.0,4,15,2,9,7.0,6.0,5.13,6.0,17,130,47,4,9,22,S,1,70.0,F,U,41608.89441680486,22.333
0,0.0,2,3,0,1,20.0,17.0,14.67,11.67,26,44,33,5,5,13,A,0,50.0,F,U,70794.0,24.333
1,12.0,12,56,9,26,8.0,5.17,3.59,4.89,4,130,141,17,28,46,S,1,59.018761061946904,F,U,41608.89441680486,87.0
0,0.0,4,22,3,12,15.0,14.0,10.36,14.33,17,88,68,6,17,26,A,1,62.0,F,H,48725.0,38.0
0,0.0,2,9,1,6,25.0,15.0,11.67,20.0,6,93,41,6,10,14,S,1,71.0,M,H,37712.0,27.0
0,0.0,2,2,2,2,20.0,15.0,15.0,15.0,18,29,21,4,10,9,A,0,43.0,F,H,36928.0,18.0
0,0.0,6,47,5,19,5.0,5.0,5.21,5.0,4,127,142,8,18,35,S,1,74.0,F,H,36928.0,80.333
0,0.0,4,9,3,5,14.0,14.25,11.67,14.33,15,57,45,5,15,19,A,0,64.0,F,H,91943.0,29.333
0,0.0,2,10,1,6,10.0,15.0,9.1,20.0,20,123,50,6,13,20,A,1,58.0,M,H,35441.0,31.0
0,0.0,5,21,3,11,8.0,6.6,5.71,6.33,18,104,67,5,15,28,S,1,54.0,F,H,35441.0,36.333
0,0.0,3,22,1,6,8.0,8.67,5.36,7.0,9,81,83,6,13,22,S,1,82.0,M,H,35441.0,50.333
1,6.0,5,14,2,5,5.0,6.8,4.5,8.0,15,80,53,6,13,20,S,1,79.0,F,U,51045.0,32.0
0,0.0,1,5,0,1,15.0,15.0,10.8,11.67,18,88,47,4,4,17,A,0,34.0,F,H,51045.0,27.0
0,0.0,4,11,3,8,11.0,8.0,7.36,8.0,17,89,59,6,16,23,A,1,63.0,M,U,51954.0,34.0
0,0.0,4,7,3,3,20.0,17.5,15.71,16.67,7,32,45,8,16,19,A,1,73.0,M,U,51954.0,33.667
1,3.0,7,21,3,7,3.0,3.86,3.29,5.0,15,103,36,4,9,11,A,1,79.0,F,U,50568.0,21.333
0,0.0,5,7,3,3,7.0,7.6,7.57,7.67,21,35,29,6,15,13,A,0,25.0,F,U,50568.0,23.667
0,0.0,3,4,3,3,10.0,10.0,9.0,10.0,22,28,24,6,13,11,A,0,56.0,F,H,54824.0,20.667
1,3.0,4,10,1,4,20.0,18.75,14.4,20.0,16,115,71,6,17,29,A,0,86.0,F,U,41608.89441680486,41.667
1,15.0,1,1,1,1,15.0,15.0,15.0,15.0,17,17,13,4,6,5,F,0,84.0,F,U,52615.0,12.667
1,11.0,4,8,3,6,5.0,7.0,5.75,7.67,18,61,44,5,13,18,A,1,37.0,F,H,43483.0,28.0
0,0.0,1,7,0,3,20.0,20.0,14.0,11.67,17,93,65,6,6,25,A,0,54.0,M,H,50707.0,38.0
0,0.0,3,3,1,1,35.0,43.33,43.33,20.0,16,31,28,6,13,11,A,0,79.0,F,U,50707.0,25.0
1,5.0,7,14,4,7,3.0,7.0,5.14,7.5,9,112,64,7,16,24,A,1,59.018761061946904,M,U,50707.0,40.667
0,0.0,2,12,1,6,25.0,30.0,15.96,25.0,13,90,87,6,15,24,A,0,59.018761061946904,F,U,64186.0,54.667
0,0.0,1,2,0,0,27.0,27.0,26.0,11.67,17,30,24,6,6,10,A,0,65.0,F,H,59766.0,21.333
0,0.0,2,2,2,2,15.0,15.0,15.0,15.0,22,31,22,4,10,9,A,0,51.0,M,H,59766.0,18.667
1,9.0,3,8,2,5,14.0,10.33,7.0,12.0,16,105,53,6,11,20,S,1,47.0,M,U,44702.0,31.0
0,0.0,1,28,0,13,10.0,10.0,11.04,11.67,15,129,107,7,7,33,A,1,60.0,M,H,44702.0,53.0
0,0.0,4,6,2,2,15.0,11.25,10.67,15.0,25,32,28,6,14,12,A,0,57.0,F,H,36313.0,22.0
0,0.0,1,2,1,1,15.0,10.0,12.5,10.0,18,20,18,6,10,8,N,0,52.0,F,H,52690.0,17.333
0,0.0,4,20,3,14,5.0,5.0,3.55,5.0,17,130,73,5,13,31,S,1,86.0,F,U,60863.0,38.667
0,0.0,4,14,3,9,16.0,14.75,11.07,15.0,22,105,66,6,17,29,S,1,47.0,F,U,41608.89441680486,37.667
0,0.0,2,2,1,1,20.0,15.0,15.0,20.0,24,28,22,4,10,9,A,0,45.0,F,H,60863.0,17.667
1,10.0,5,8,2,3,5.0,4.2,5.0,5.0,16,54,25,4,10,11,A,1,61.0,F,U,46341.0,19.0
1,10.0,6,24,4,16,10.0,10.83,8.08,8.75,16,125,86,6,17,34,S,1,73.0,M,H,46341.0,46.0
0,0.0,1,1,1,1,25.0,25.0,25.0,25.0,17,17,14,5,7,6,F,0,45.0,F,H,65781.0,13.667
1,5.0,5,12,3,5,10.0,6.4,5.0,7.33,22,63,45,6,16,20,A,0,59.018761061946904,F,U,64238.0,29.333
1,12.0,4,19,3,10,10.0,10.0,8.47,10.0,23,123,74,6,17,32,S,1,68.0,M,U,55075.0,40.0
1,10.0,1,7,0,4,15.0,15.0,6.29,11.67,24,77,38,4,4,16,A,0,59.018761061946904,M,U,41608.89441680486,25.0
0,0.0,3,12,3,6,25.0,23.33,12.58,23.33,22,114,67,6,17,29,A,1,72.0,F,U,41608.89441680486,38.333
1,3.0,3,3,1,1,12.0,11.33,11.33,10.0,18,24,21,6,11,9,N,1,59.018761061946904,M,U,41608.89441680486,19.333
1,12.0,4,17,2,12,12.0,12.5,8.94,13.0,15,123,73,6,15,29,S,1,52.0,F,U,41608.89441680486,39.333
1,11.0,5,7,4,5,13.0,11.8,10.14,10.75,21,45,37,6,16,16,S,1,66.0,M,H,49277.0,27.0
1,7.0,7,9,5,6,7.0,6.43,5.78,5.8,17,41,33,6,16,15,S,1,74.0,M,H,49277.0,25.667
1,30.0,1,16,1,11,30.0,30.0,17.5,30.0,21,130,82,6,15,35,A,1,42.0,M,U,55086.0,42.333
1,10.0,2,19,2,12,20.0,15.5,8.58,15.5,21,127,77,6,15,31,A,1,62.0,F,H,67760.0,40.0
1,25.0,3,20,1,8,25.0,23.33,13.25,25.0,15,126,78,6,16,32,S,1,76.0,M,H,61461.0,41.667
0,0.0,3,3,2,2,25.0,21.67,21.67,22.5,17,32,30,6,14,12,A,0,22.0,M,H,62681.0,24.667
1,15.0,6,9,2,2,15.0,10.67,11.44,10.5,6,29,46,9,17,15,A,1,47.0,M,H,62681.0,42.0
1,50.0,1,1,0,0,15.0,15.0,15.0,11.67,18,18,12,4,4,4,F,0,59.018761061946904,F,H,62681.0,12.0
1,19.0,2,8,1,5,17.0,16.0,11.25,15.0,17,89,57,7,15,24,A,1,27.0,M,H,53851.0,34.0
0,0.0,2,2,2,2,15.0,15.0,15.0,15.0,20,28,22,4,10,9,A,0,64.0,F,H,53851.0,18.333
0,0.0,2,2,1,1,20.0,15.0,15.0,10.0,18,24,20,6,11,9,N,0,59.018761061946904,F,U,41608.89441680486,18.333
1,21.0,0,1,0,0,15.0,0.0,15.0,11.67,23,23,13,3,3,5,N,0,77.0,F,H,70239.0,9.667
1,15.0,3,26,2,15,15.0,13.0,10.58,12.5,24,129,83,6,17,33,S,1,86.0,M,U,70239.0,43.333
1,22.0,3,6,0,2,17.0,16.0,14.0,11.67,19,76,52,6,6,20,A,1,57.0,F,H,70044.0,32.667
1,5.0,2,23,1,13,5.0,15.0,9.91,25.0,19,113,95,8,18,34,N,1,81.0,F,H,70044.0,53.333
1,12.0,3,16,1,9,15.0,10.0,9.94,10.0,18,128,77,6,16,32,S,1,74.0,F,U,41608.89441680486,41.333
1,15.0,2,3,1,2,15.0,13.0,10.33,15.0,16,44,29,5,11,11,A,0,59.018761061946904,F,U,41608.89441680486,23.0
0,0.0,3,3,2,2,25.0,15.67,15.67,11.0,19,23,24,5,9,8,N,0,59.018761061946904,F,U,60373.0,21.333
1,10.0,5,6,3,4,11.0,9.6,8.83,9.33,15,44,40,5,14,15,A,0,59.018761061946904,F,U,60373.0,29.0
1,35.0,1,2,0,1,25.0,25.0,20.0,11.67,18,39,29,6,6,13,A,1,39.0,M,U,88407.0,24.0
1,15.0,2,4,0,1,15.0,15.0,12.5,11.67,19,55,37,5,5,15,A,0,40.0,M,U,66746.0,25.0
1,10.0,3,8,3,4,12.0,10.67,9.38,10.67,17,77,52,6,14,19,A,1,73.0,M,U,41608.89441680486,32.333
0,0.0,2,3,1,1,20.0,15.0,11.67,20.0,16,23,18,5,8,7,N,0,59.0,F,U,66746.0,17.0
1,17.0,1,4,0,2,17.0,17.0,11.0,11.67,17,62,40,5,5,15,A,0,39.0,M,H,41639.0,26.333
1,15.0,2,2,1,1,15.0,15.0,15.0,15.0,19,24,21,6,11,9,N,0,83.0,M,H,36667.0,18.667
1,11.0,4,12,1,4,10.0,11.75,9.33,12.0,15,81,58,6,16,23,A,0,57.0,M,U,45816.0,35.0
0,0.0,1,8,1,4,20.0,15.0,8.88,15.0,18,65,47,6,14,19,A,1,55.0,M,H,49587.0,30.667
1,10.0,2,7,1,3,10.0,8.5,5.86,10.0,16,67,43,5,10,14,A,0,83.0,M,U,39511.0,27.0
1,15.0,2,10,0,6,15.0,12.5,9.5,11.67,15,123,64,4,4,26,A,1,74.0,M,U,47857.0,34.667
0,0.0,2,6,0,3,20.0,20.0,12.0,11.67,18,68,50,6,6,20,A,0,80.0,M,U,41596.0,32.0
0,0.0,7,11,2,3,7.0,6.14,6.0,7.0,17,80,32,6,13,12,A,0,75.0,M,H,39417.0,25.0
1,50.0,4,9,4,7,50.0,42.5,24.22,42.5,17,89,44,5,14,20,S,1,68.0,F,U,46202.0,24.667
1,5.0,5,19,4,16,5.0,5.0,4.84,5.0,15,119,70,5,14,30,S,1,59.018761061946904,M,U,50346.0,37.0
0,0.0,3,14,0,7,5.0,6.67,6.0,11.67,18,105,58,6,6,24,S,1,41.0,F,H,55224.0,34.0
0,0.0,3,16,1,10,10.0,11.67,11.31,15.0,20,105,72,6,16,29,A,1,57.0,M,H,55681.0,39.667
1,5.0,4,29,2,9,6.0,7.5,5.45,7.0,4,75,86,7,15,22,S,1,86.0,F,U,55681.0,53.0
0,0.0,2,9,1,5,16.0,15.0,11.78,14.0,18,75,57,5,13,20,A,1,78.0,F,U,65118.0,33.333
0,0.0,2,9,1,6,15.0,15.0,15.0,15.0,18,95,63,6,15,26,A,1,57.0,M,H,57536.0,36.333
1,14.0,9,10,7,8,15.0,12.11,11.4,11.71,11,38,45,8,18,18,S,1,24.0,M,H,55168.0,35.667
0,0.0,3,21,2,13,10.0,7.33,4.33,7.5,18,102,66,5,13,26,A,1,83.0,M,U,46898.0,36.333
0,0.0,1,7,0,2,10.0,16.0,9.71,11.67,4,90,49,4,4,19,A,0,32.0,M,U,56828.0,28.333
1,5.0,1,1,1,1,15.0,15.0,15.0,15.0,24,24,15,3,7,6,N,0,74.0,M,H,46530.0,13.0
0,0.0,1,4,1,2,15.0,15.0,12.0,15.0,24,45,34,5,13,14,A,0,79.0,M,U,42207.0,24.333
0,0.0,2,12,1,7,35.0,32.5,14.17,35.0,16,91,61,6,17,25,A,1,86.0,F,U,55500.0,37.0
0,0.0,7,22,6,16,10.0,10.43,6.59,10.33,17,125,78,6,17,31,S,1,59.018761061946904,M,U,42551.0,42.0
0,0.0,4,6,4,5,5.0,7.5,5.83,7.5,17,40,29,6,14,13,A,1,65.0,M,H,41579.0,22.667
0,0.0,4,14,4,11,15.0,16.5,9.86,16.5,15,106,40,2,6,19,E,1,59.018761061946904,F,U,41608.89441680486,20.333
0,0.0,3,8,2,5,20.0,18.33,15.0,17.5,16,113,60,5,15,27,A,1,71.0,M,U,49205.0,34.667
1,5.0,3,16,2,13,10.0,9.33,5.94,9.0,21,130,73,5,14,31,S,1,86.0,M,H,49923.0,38.0
0,0.0,3,7,0,2,15.0,15.0,10.14,11.67,18,80,46,6,6,19,A,0,53.0,M,H,49923.0,30.667
1,20.0,1,2,0,0,15.0,13.0,14.0,11.67,19,20,18,6,6,7,N,1,53.0,M,H,49923.0,17.0
0,0.0,2,2,2,2,25.0,25.0,25.0,25.0,24,29,24,6,13,11,A,0,58.0,M,H,47081.0,20.667
1,5.0,5,21,4,18,5.0,5.4,4.86,5.0,18,130,70,5,14,29,S,1,85.0,F,U,47081.0,35.333
1,5.0,6,18,3,14,6.0,4.83,4.44,5.0,17,126,69,6,16,31,S,1,83.0,F,U,50244.0,37.333
0,0.0,2,2,1,1,20.0,12.5,12.5,5.0,19,29,21,4,9,8,A,0,59.018761061946904,M,H,45481.0,17.667
1,10.0,4,13,2,8,16.0,14.5,11.85,16.0,17,128,73,6,17,32,A,1,30.0,M,H,43451.0,39.667
1,10.0,2,15,1,6,10.0,11.0,5.87,11.0,18,81,58,6,15,22,S,1,45.0,F,U,41608.89441680486,34.667
0,0.0,1,1,0,0,15.0,15.0,15.0,11.67,26,26,17,3,3,8,N,0,59.018761061946904,M,U,41608.89441680486,14.667
0,0.0,5,11,3,7,5.0,6.6,6.91,6.67,17,122,68,6,14,29,A,0,84.0,F,U,44023.0,38.0
1,16.0,3,3,2,2,17.0,16.33,16.33,16.0,16,24,23,6,11,9,N,0,54.0,M,H,51591.0,21.333
1,20.0,3,9,2,6,15.0,15.0,12.11,15.0,24,123,66,4,13,27,A,0,61.0,F,H,62442.0,34.667
0,0.0,3,11,2,6,10.0,10.33,10.0,10.5,19,75,58,6,17,23,A,0,57.0,M,H,52842.0,35.333
0,0.0,2,9,2,6,0.0,12.0,9.11,12.0,5,69,68,6,15,20,A,1,55.0,F,H,52842.0,47.0
1,10.0,4,6,3,3,13.0,12.5,11.67,12.67,21,44,38,6,17,17,A,0,37.0,F,H,51715.0,27.667
0,0.0,1,7,1,4,15.0,15.0,9.0,15.0,20,111,36,2,5,13,A,0,59.018761061946904,M,U,41608.89441680486,19.0
1,4.0,5,18,2,9,6.0,4.6,3.56,4.0,18,111,63,5,14,27,S,1,73.0,M,U,43618.0,35.0
1,17.0,11,50,5,17,5.0,6.27,6.34,5.4,4,113,137,14,25,50,S,1,59.018761061946904,F,U,41608.89441680486,82.667
0,0.0,2,9,0,5,20.0,15.0,8.44,11.67,19,113,62,6,6,27,S,1,54.0,M,H,45714.0,36.0
0,0.0,3,30,2,17,20.0,9.33,4.03,11.5,24,127,74,6,14,29,S,1,59.018761061946904,M,U,41608.89441680486,38.333
0,0.0,12,32,7,15,5.0,6.33,4.63,6.29,15,122,70,6,17,31,S,1,59.018761061946904,F,U,41608.89441680486,38.667
1,15.0,2,10,1,5,15.0,14.0,7.5,13.0,18,130,60,4,10,25,A,1,66.0,F,H,48418.0,32.333
0,0.0,1,1,1,1,18.0,18.0,18.0,18.0,17,17,9,2,4,3,F,0,59.0,F,U,48418.0,8.0
1,15.0,1,1,1,1,15.0,15.0,15.0,15.0,17,17,13,4,6,5,F,0,33.0,F,H,41324.0,12.667
0,0.0,2,2,1,1,20.0,12.5,12.5,5.0,19,29,20,4,9,8,A,0,59.018761061946904,F,U,48104.0,17.333
1,15.0,5,15,5,13,12.0,16.6,19.4,16.6,17,112,77,11,20,33,A,1,77.0,M,H,48104.0,48.0
1,8.0,4,7,3,5,10.0,9.25,8.43,9.0,17,53,37,4,14,15,A,1,67.0,F,H,57721.0,23.0
0,0.0,5,24,3,14,5.0,8.4,6.04,8.0,23,113,70,5,16,29,S,1,75.0,M,U,44306.0,37.667
0,0.0,6,37,3,18,5.0,5.17,4.35,4.67,18,130,83,6,17,33,S,1,41.0,M,H,49102.0,43.333
1,10.0,4,12,2,6,8.0,7.0,6.83,7.5,18,113,60,6,13,24,S,1,78.0,F,U,52109.0,33.333
0,0.0,2,10,2,6,15.0,15.0,11.7,15.0,22,91,63,6,17,26,A,1,52.0,F,H,50558.0,36.333
1,4.0,11,11,5,5,5.0,4.55,4.55,5.0,16,35,31,6,14,12,S,1,70.0,F,H,45654.0,25.667
0,0.0,2,17,2,11,26.0,26.0,16.71,26.0,22,124,75,6,17,32,A,1,59.018761061946904,F,U,34167.0,40.333
0,0.0,1,5,0,2,27.0,27.0,11.8,11.67,18,77,47,6,6,19,A,0,75.0,F,H,53117.0,30.0
1,25.0,1,9,1,5,15.0,15.0,8.33,15.0,21,65,52,6,14,21,A,1,82.0,M,H,53117.0,31.333
1,5.0,6,22,5,13,5.0,5.0,4.77,5.0,17,121,74,5,14,31,S,1,75.0,M,H,44220.0,37.0
1,4.0,6,21,5,12,5.0,4.33,4.33,4.2,4,128,70,4,13,27,S,1,67.0,M,U,41608.89441680486,39.667
1,5.0,3,16,2,11,10.0,10.0,7.5,10.0,24,130,71,6,17,33,A,1,59.018761061946904,M,U,44220.0,37.667
0,0.0,3,14,2,9,8.0,8.0,7.5,8.0,20,105,64,6,13,24,S,1,66.0,F,U,37057.0,35.667
0,0.0,3,3,2,2,25.0,21.67,21.67,20.0,19,29,27,6,13,11,A,0,55.0,F,H,42045.0,23.0
1,5.0,5,14,2,7,10.0,6.4,5.86,6.0,19,65,54,6,17,22,S,1,72.0,M,U,29038.0,33.667
1,15.0,6,22,4,12,11.0,11.5,6.32,11.0,21,88,65,6,17,26,S,1,35.0,M,U,41608.89441680486,38.0
0,0.0,4,9,2,6,15.0,12.0,10.11,13.0,23,124,60,6,15,28,A,0,60.0,M,U,41608.89441680486,35.333
1,6.0,6,29,2,18,5.0,5.83,5.0,7.5,15,122,80,6,17,33,S,1,74.0,F,U,41608.89441680486,41.667
0,0.0,7,22,2,8,15.0,15.14,12.18,15.0,17,126,74,6,17,34,S,1,59.018761061946904,M,U,41608.89441680486,41.333
0,0.0,2,2,1,1,15.0,10.0,10.0,15.0,16,20,18,6,10,8,N,0,31.0,F,H,46250.0,18.0
0,0.0,3,14,2,9,10.0,8.33,6.71,7.5,19,124,68,6,17,30,S,1,48.0,F,H,43707.0,38.667
0,0.0,4,17,2,8,25.0,25.0,14.41,25.0,19,130,77,6,17,32,A,1,85.0,M,U,46625.0,42.333
1,12.0,3,6,2,3,12.0,10.67,8.33,11.0,17,44,36,6,14,14,A,0,57.0,M,U,42146.0,26.333
1,16.0,5,16,4,11,10.0,9.6,8.94,9.0,18,81,67,6,17,26,S,1,59.018761061946904,F,U,41608.89441680486,39.0
1,15.0,1,1,1,1,15.0,15.0,15.0,15.0,17,17,13,4,6,5,F,0,59.018761061946904,F,U,49690.0,12.667
0,0.0,1,1,0,0,50.0,50.0,50.0,11.67,16,16,14,5,5,6,F,0,45.0,M,U,49690.0,14.333
1,10.0,5,6,2,3,10.0,9.0,9.17,10.0,22,41,34,5,14,13,A,1,50.0,F,H,49690.0,25.333
1,5.0,2,4,1,2,16.0,14.0,12.5,16.0,22,53,40,6,14,16,A,1,47.0,F,H,49690.0,27.333
0,0.0,1,6,1,4,16.0,16.0,10.67,16.0,18,77,49,4,11,18,A,0,64.0,M,H,39364.0,29.333
0,0.0,2,2,1,1,20.0,15.0,15.0,10.0,18,29,23,4,10,9,A,0,59.018761061946904,M,U,54597.0,20.0
1,20.0,2,8,2,3,15.0,15.0,10.38,15.0,4,45,29,4,11,11,A,0,59.018761061946904,F,U,41608.89441680486,21.667
1,5.0,2,4,1,2,20.0,15.0,20.5,10.0,26,51,41,5,15,17,A,0,68.0,M,H,50865.0,28.0
0,0.0,2,2,2,2,20.0,15.0,15.0,15.0,23,35,23,4,11,10,A,0,59.018761061946904,F,U,41608.89441680486,19.333
1,20.0,2,8,1,5,20.0,17.0,10.5,14.0,19,57,46,6,15,19,A,1,52.0,M,H,42786.0,30.667
0,0.0,5,24,2,14,5.0,4.4,4.67,5.0,16,127,73,5,12,30,S,1,81.0,F,H,51491.0,38.0
0,0.0,2,3,2,3,25.0,20.5,17.0,20.5,21,42,26,5,10,11,A,0,53.0,M,U,51491.0,21.333
0,0.0,6,24,5,17,4.0,4.83,4.21,4.8,15,125,74,6,15,30,S,1,85.0,M,H,56708.0,39.0
1,25.0,2,5,0,2,20.0,20.0,13.4,11.67,18,74,50,6,6,20,A,0,54.0,F,H,48311.0,31.333
1,3.0,5,17,3,7,2.0,4.0,2.76,4.0,17,113,35,3,7,10,A,1,27.0,F,H,48311.0,19.667
1,10.0,5,29,5,18,15.0,11.2,9.69,11.2,16,129,84,6,17,32,S,1,50.0,F,H,48311.0,44.667
0,0.0,2,2,1,1,15.0,10.0,10.0,5.0,16,22,16,5,8,7,N,0,54.0,M,H,51031.0,15.333
0,0.0,1,10,1,9,20.0,20.0,10.7,20.0,23,126,66,4,12,28,A,1,49.0,F,U,47358.0,35.0
0,0.0,3,41,1,17,5.0,5.0,5.56,5.0,18,127,77,5,13,29,S,1,59.018761061946904,M,U,41683.0,39.0
1,15.0,4,6,3,5,15.0,11.75,9.83,12.33,16,44,37,6,14,14,S,1,59.018761061946904,F,U,44032.0,27.667
1,15.0,2,18,2,15,15.0,15.0,10.06,15.0,21,131,80,6,15,32,S,1,59.018761061946904,M,U,44032.0,41.0
1,5.0,7,23,5,14,3.0,4.43,4.35,4.2,5,105,68,5,16,28,A,1,59.018761061946904,F,U,50097.0,36.0
1,20.0,1,5,1,3,16.0,16.0,9.8,16.0,21,72,45,4,10,15,A,0,49.0,F,U,50097.0,27.667
1,20.0,1,1,0,0,20.0,20.0,20.0,11.67,19,19,15,4,4,6,F,0,59.018761061946904,M,U,41608.89441680486,14.0
0,0.0,3,14,1,7,15.0,14.33,8.57,15.0,16,128,62,5,11,25,A,1,75.0,F,U,50366.0,34.0
0,0.0,1,1,1,1,23.0,23.0,23.0,23.0,23,23,19,4,9,8,N,0,59.018761061946904,F,H,43363.0,16.667
1,25.0,2,2,1,1,20.0,15.0,15.0,20.0,27,32,24,4,11,10,A,0,53.0,F,U,43363.0,19.333
0,0.0,2,3,1,2,25.0,17.5,15.0,10.0,18,44,35,6,14,14,A,0,59.018761061946904,M,U,50382.0,26.667
1,10.0,4,15,3,7,0.0,11.25,9.53,10.0,11,72,77,5,15,23,A,1,59.018761061946904,F,U,41608.89441680486,49.0
0,0.0,3,17,0,8,25.0,26.67,14.65,11.67,15,126,77,6,6,34,A,1,84.0,F,U,41625.0,41.667
0,0.0,4,12,1,5,10.0,9.5,7.67,10.0,15,130,64,6,17,28,S,1,39.0,F,H,40714.0,37.333
1,10.0,3,15,1,9,15.0,11.67,8.73,15.0,16,119,64,6,15,29,A,1,80.0,F,U,41500.0,34.0
0,0.0,1,3,0,1,16.0,16.0,12.0,11.67,15,51,33,3,3,13,E,0,60.0,F,H,45208.0,21.667
1,3.0,2,13,1,12,5.0,8.5,7.69,5.0,15,111,65,4,12,26,A,1,82.0,F,U,41608.89441680486,34.667
0,0.0,2,2,1,1,17.0,11.0,11.0,17.0,21,31,22,4,9,8,A,0,65.0,M,U,39286.0,18.0
0,0.0,2,7,2,5,15.0,14.0,12.43,14.0,21,65,49,6,15,19,A,1,55.0,F,H,44125.0,31.333
1,5.0,4,7,2,4,13.0,12.0,9.71,11.5,24,41,33,6,15,15,S,1,59.018761061946904,F,U,41608.89441680486,24.667
1,12.0,7,17,4,12,7.0,5.29,4.35,4.75,18,123,67,5,15,30,S,1,59.018761061946904,F,U,41608.89441680486,37.0
0,0.0,1,5,0,1,25.0,25.0,14.0,11.67,19,96,55,6,6,22,A,0,83.0,M,H,48750.0,32.0
0,0.0,5,6,3,4,10.0,10.4,9.5,10.67,18,45,36,6,14,14,A,1,38.0,F,U,48750.0,26.667
1,15.0,1,1,1,1,15.0,15.0,15.0,15.0,22,22,15,3,6,5,N,0,59.018761061946904,F,U,41608.89441680486,14.0
0,0.0,3,15,0,8,5.0,5.0,4.13,11.67,15,123,67,4,4,28,S,1,59.018761061946904,F,U,48750.0,35.667
1,11.0,6,8,3,5,12.0,8.83,8.13,10.67,20,44,37,6,16,16,S,1,59.018761061946904,F,U,48750.0,27.667
1,11.0,2,21,1,10,12.0,11.0,7.0,12.0,15,125,74,5,13,29,A,1,40.0,M,H,63535.0,39.0
0,0.0,2,4,1,3,20.0,17.5,13.75,15.0,17,54,40,6,15,17,A,0,65.0,M,H,54026.0,28.0
0,0.0,3,12,2,9,5.0,8.33,8.25,10.0,15,109,66,6,14,29,A,1,49.0,M,H,54026.0,36.667
0,0.0,3,31,3,19,12.0,8.0,15.81,8.0,5,130,123,12,21,41,A,1,50.0,M,H,57846.0,69.333
0,0.0,1,1,1,1,20.0,20.0,20.0,20.0,17,17,14,5,7,6,F,0,44.0,M,U,47215.0,13.667
1,45.0,1,1,1,1,25.0,25.0,25.0,25.0,24,24,18,4,8,7,N,0,57.0,M,U,41608.89441680486,16.0
0,0.0,5,6,4,5,8.0,8.0,7.5,7.5,17,41,35,6,15,14,A,1,27.0,F,H,52177.0,26.667
0,0.0,3,9,2,8,22.0,20.0,14.11,19.0,18,111,65,6,16,27,S,1,46.0,F,H,52177.0,37.333
